,Modele,win_size,num_cell,num_epoch,batch_size,dropout,rsme,duration(s)
0,GRU_M0_Sp,60,50,50,64,0.5,0.069,9.0
1,GRU_M0_Sp,60,50,50,64,0.5,0.0324,13.0
2,GRU_M0_Sp,60,50,50,64,0.5,0.0316,18.0
3,GRU_M0_Sp,60,50,50,64,0.5,0.0752,22.0
4,GRU_M0_Sp,60,50,50,64,0.5,0.0225,26.0
5,GRU_M0_Sp,60,50,50,64,0.5,0.0373,32.0
6,GRU_M0_Sp,60,50,50,64,0.5,0.0375,38.0
7,GRU_M0_Sp,60,50,50,64,0.5,0.0334,39.0
8,GRU_M0_Sp,60,50,50,64,0.5,0.0436,42.0
9,GRU_M0_Sp,60,50,50,64,0.5,0.0559,46.0
