Date,Open,High,Low,Close,Adj Close,Volume,BZ=F,DX-Y.NYB,EURUSD=X,GC=F,JPY=X,^DJI,^FTSE,^GDAXI,^GSPC,^IXIC,^N225,^VIX
2010-01-04,1116.56005859375,1133.8699951171875,1116.56005859375,1132.989990234375,1132.989990234375,3991400000.0,80.12000274658203,77.52999877929688,1.4423978328704834,1117.699951171875,92.49500274658203,10583.9599609375,5500.2998046875,6048.2998046875,1132.989990234375,2308.419921875,10654.7900390625,20.040000915527344
2010-01-05,1132.6600341796875,1136.6300048828125,1129.6600341796875,1136.52001953125,1136.52001953125,2491020000.0,80.58999633789062,77.62000274658203,1.4365959167480469,1118.0999755859375,91.58499908447266,10572.01953125,5522.5,6031.85986328125,1136.52001953125,2308.7099609375,10681.830078125,19.350000381469727
2010-01-06,1135.7099609375,1139.18994140625,1133.949951171875,1137.1400146484375,1137.1400146484375,4972660000.0,81.88999938964844,77.48999786376953,1.4404033422470093,1135.9000244140625,92.35600280761719,10573.6796875,5530.0,6034.330078125,1137.1400146484375,2301.090087890625,10731.4501953125,19.15999984741211
2010-01-07,1136.27001953125,1142.4599609375,1131.3199462890625,1141.68994140625,1141.68994140625,5270680000.0,81.51000213623047,77.91000366210938,1.4318032264709473,1133.0999755859375,93.38999938964844,10606.8603515625,5526.7001953125,6019.35986328125,1141.68994140625,2300.050048828125,10681.66015625,19.059999465942383
2010-01-08,1140.52001953125,1145.3900146484375,1136.219970703125,1144.97998046875,1144.97998046875,4389590000.0,81.37000274658203,77.47000122070312,1.44110906124115,1138.199951171875,92.66000366210938,10618.1904296875,5534.2001953125,6037.60986328125,1144.97998046875,2317.169921875,10798.3203125,18.1299991607666
2010-01-11,1145.9599609375,1149.739990234375,1142.02001953125,1146.97998046875,1146.97998046875,4255780000.0,80.97000122070312,77.0,1.4511260986328125,1150.699951171875,92.09200286865234,10663.990234375,5538.10009765625,6040.5,1146.97998046875,2312.409912109375,,17.549999237060547
2010-01-12,1143.81005859375,1143.81005859375,1131.77001953125,1136.219970703125,1136.219970703125,4716160000.0,79.30000305175781,76.94999694824219,1.447659969329834,1128.9000244140625,91.08000183105469,10627.259765625,5498.7001953125,5943.0,1136.219970703125,2282.31005859375,10879.1396484375,18.25
2010-01-13,1137.31005859375,1148.4000244140625,1133.1800537109375,1145.6800537109375,1145.6800537109375,4170360000.0,78.30999755859375,76.8499984741211,1.4523905515670776,1136.4000244140625,91.43299865722656,10680.76953125,5473.5,5963.14013671875,1145.6800537109375,2307.89990234375,10735.0302734375,17.850000381469727
2010-01-14,1145.6800537109375,1150.4100341796875,1143.800048828125,1148.4599609375,1148.4599609375,3915200000.0,77.81999969482422,76.7300033569336,1.4499897956848145,1142.5999755859375,91.26699829101562,10710.5498046875,5498.2001953125,5988.8798828125,1148.4599609375,2316.739990234375,10907.6796875,17.6299991607666
2010-01-15,1147.719970703125,1147.77001953125,1131.3900146484375,1136.030029296875,1136.030029296875,4758730000.0,77.11000061035156,77.31999969482422,1.4390974044799805,1130.0999755859375,90.75,10609.650390625,5455.39990234375,5875.97021484375,1136.030029296875,2287.989990234375,10982.099609375,17.90999984741211
2010-01-18,,,,,,,,,1.4406731128692627,,90.70500183105469,,5494.39990234375,5918.5498046875,,,10855.080078125,
2010-01-19,1136.030029296875,1150.449951171875,1135.77001953125,1150.22998046875,1150.22998046875,4724830000.0,77.62999725341797,77.5,1.4281021356582642,1139.699951171875,91.1989974975586,10725.4296875,5513.10009765625,5976.47998046875,1150.22998046875,2320.39990234375,10764.900390625,17.579999923706055
2010-01-20,1147.949951171875,1147.949951171875,1129.25,1138.0400390625,1138.0400390625,4810560000.0,76.31999969482422,78.33999633789062,1.4110342264175415,1112.300048828125,91.19200134277344,10603.150390625,5420.7998046875,5851.52978515625,1138.0400390625,2291.25,10737.51953125,18.68000030517578
2010-01-21,1138.6800537109375,1141.5799560546875,1114.8399658203125,1116.47998046875,1116.47998046875,6874290000.0,74.58000183105469,78.31999969482422,1.4097015857696533,1102.699951171875,90.39299774169922,10389.8798828125,5335.10009765625,5746.97021484375,1116.47998046875,2265.699951171875,10868.41015625,22.270000457763672
2010-01-22,1115.489990234375,1115.489990234375,1090.1800537109375,1091.760009765625,1091.760009765625,6208650000.0,72.83000183105469,78.27999877929688,1.414107084274292,1089.199951171875,89.80999755859375,10172.98046875,5303.0,5695.31982421875,1091.760009765625,2205.2900390625,10590.5498046875,27.309999465942383
2010-01-25,1092.4000244140625,1102.969970703125,1092.4000244140625,1096.780029296875,1096.780029296875,4481390000.0,73.69000244140625,78.19000244140625,1.4150075912475586,1095.199951171875,90.41500091552734,10196.8603515625,5260.2998046875,5631.3701171875,1096.780029296875,2210.800048828125,10512.6904296875,25.40999984741211
2010-01-26,1095.800048828125,1103.68994140625,1089.8599853515625,1092.1700439453125,1092.1700439453125,4731910000.0,73.29000091552734,78.43000030517578,1.4082324504852295,1097.9000244140625,89.62999725341797,10194.2900390625,5276.89990234375,5668.93017578125,1092.1700439453125,2203.72998046875,10325.2802734375,24.549999237060547
2010-01-27,1091.93994140625,1099.510009765625,1083.1099853515625,1097.5,1097.5,5319120000.0,72.23999786376953,78.68000030517578,1.4030951261520386,1084.4000244140625,89.94999694824219,10236.16015625,5217.5,5643.2001953125,1097.5,2221.409912109375,10252.080078125,23.139999389648438
2010-01-28,1096.9300537109375,1100.219970703125,1078.4599609375,1084.530029296875,1084.530029296875,5452400000.0,72.12999725341797,78.9000015258789,1.3968042135238647,1083.5999755859375,89.77799987792969,10120.4599609375,5145.7001953125,5540.330078125,1084.530029296875,2179.0,10414.2900390625,23.729999542236328
2010-01-29,1087.6099853515625,1096.449951171875,1071.5899658203125,1073.8699951171875,1073.8699951171875,5412850000.0,71.45999908447266,79.45999908447266,1.3866932392120361,1083.0,90.2699966430664,10067.330078125,5188.5,5608.7900390625,1073.8699951171875,2147.35009765625,10198.0400390625,24.6200008392334
2010-02-01,1073.8900146484375,1089.3800048828125,1073.8900146484375,1089.18994140625,1089.18994140625,4077610000.0,73.11000061035156,79.23999786376953,1.3926994800567627,1104.300048828125,90.76000213623047,10185.5302734375,5247.39990234375,5654.47998046875,1089.18994140625,2171.199951171875,10205.01953125,22.59000015258789
2010-02-02,1090.050048828125,1104.72998046875,1087.9599609375,1103.3199462890625,1103.3199462890625,4749540000.0,76.05999755859375,79.01000213623047,1.3976240158081055,1117.4000244140625,90.4280014038086,10296.849609375,5283.2998046875,5709.66015625,1103.3199462890625,2190.06005859375,10371.08984375,21.479999542236328
2010-02-03,1100.6700439453125,1102.719970703125,1093.969970703125,1097.280029296875,1097.280029296875,4285450000.0,75.91999816894531,79.37000274658203,1.3901052474975586,1111.4000244140625,90.83999633789062,10270.5498046875,5253.2001953125,5672.08984375,1097.280029296875,2190.909912109375,10404.330078125,21.600000381469727
2010-02-04,1097.25,1097.25,1062.780029296875,1063.1099853515625,1063.1099853515625,5859690000.0,72.12999725341797,79.91999816894531,1.3744947910308838,1062.4000244140625,89.41000366210938,10002.1796875,5139.2998046875,5533.240234375,1063.1099853515625,2125.429931640625,10355.98046875,26.079999923706055
2010-02-05,1064.1199951171875,1067.1300048828125,1044.5,1066.18994140625,1066.18994140625,6438900000.0,69.58999633789062,80.44000244140625,1.368007779121399,1052.199951171875,89.22000122070312,10012.23046875,5060.89990234375,5434.33984375,1066.18994140625,2141.1201171875,10057.08984375,26.110000610351562
2010-02-08,1065.510009765625,1071.199951171875,1056.510009765625,1056.739990234375,1056.739990234375,4089820000.0,70.11000061035156,80.30000305175781,1.3654673099517822,1065.699951171875,89.22000122070312,9908.3896484375,5092.2998046875,5484.85009765625,1056.739990234375,2126.050048828125,9951.8203125,26.510000228881836
2010-02-09,1060.06005859375,1079.280029296875,1060.06005859375,1070.52001953125,1070.52001953125,5114260000.0,72.12999725341797,79.86000061035156,1.378207802772522,1076.699951171875,89.76799774169922,10058.6396484375,5111.7998046875,5498.259765625,1070.52001953125,2150.8701171875,9932.900390625,26.0
2010-02-10,1069.6800537109375,1073.6700439453125,1059.3399658203125,1068.1300048828125,1068.1300048828125,4251450000.0,72.54000091552734,80.02999877929688,1.3753266334533691,1075.800048828125,89.93000030517578,10038.3798828125,5132.0,5536.3701171875,1068.1300048828125,2147.8701171875,9963.990234375,25.399999618530273
2010-02-11,1067.0999755859375,1080.0400390625,1060.5899658203125,1078.469970703125,1078.469970703125,4400870000.0,73.05000305175781,79.98999786376953,1.3681762218475342,1094.199951171875,89.80999755859375,10144.1904296875,5161.5,5503.93017578125,1078.469970703125,2177.409912109375,,23.959999084472656
2010-02-12,1075.949951171875,1077.81005859375,1062.969970703125,1075.510009765625,1075.510009765625,4160680000.0,72.9000015258789,80.31999969482422,1.363493800163269,1089.5,89.94999694824219,10099.1396484375,5142.5,5500.39013671875,1075.510009765625,2183.530029296875,10092.1904296875,22.729999542236328
2010-02-15,,,,,,,,,1.3603036403656006,,90.05000305175781,,5167.5,5511.10009765625,,,10013.2998046875,
2010-02-16,1079.1300048828125,1095.6700439453125,1079.1300048828125,1094.8699951171875,1094.8699951171875,4080770000.0,75.68000030517578,79.69999694824219,1.3767088651657104,1119.300048828125,90.24400329589844,10268.8095703125,5244.10009765625,5592.1201171875,1094.8699951171875,2214.18994140625,10034.25,22.25
2010-02-17,1096.1400146484375,1101.030029296875,1094.719970703125,1099.510009765625,1099.510009765625,4259230000.0,76.2699966430664,80.37999725341797,1.3606922626495361,1119.5,91.05000305175781,10309.240234375,5276.60009765625,5648.33984375,1099.510009765625,2226.2900390625,10306.830078125,21.719999313354492
2010-02-18,1099.030029296875,1108.239990234375,1097.47998046875,1106.75,1106.75,3878620000.0,77.77999877929688,80.4000015258789,1.3461486101150513,1118.0,91.97699737548828,10392.900390625,5325.10009765625,5680.41015625,1106.75,2241.7099609375,10335.6904296875,20.6299991607666
2010-02-19,1105.489990234375,1112.4200439453125,1100.800048828125,1109.1700439453125,1109.1700439453125,3944280000.0,78.19000244140625,80.63999938964844,1.3615074157714844,1121.300048828125,91.54000091552734,10402.349609375,5358.2001953125,5722.0498046875,1109.1700439453125,2243.8701171875,10123.580078125,20.020000457763672
2010-02-22,1110.0,1112.2900390625,1105.3800048828125,1108.010009765625,1108.010009765625,3814440000.0,78.61000061035156,80.51000213623047,1.3605626821517944,1112.5999755859375,91.23500061035156,10383.3798828125,5352.10009765625,5688.43994140625,1108.010009765625,2242.030029296875,10400.4697265625,19.940000534057617
2010-02-23,1107.489990234375,1108.5799560546875,1092.1800537109375,1094.5999755859375,1094.5999755859375,4521050000.0,77.25,80.8499984741211,1.3527040481567383,1102.699951171875,90.16000366210938,10282.41015625,5315.10009765625,5604.06982421875,1094.5999755859375,2213.43994140625,10352.099609375,21.3700008392334
2010-02-24,1095.8900146484375,1106.4200439453125,1095.5,1105.239990234375,1105.239990234375,4168360000.0,78.08999633789062,80.8499984741211,1.354316234588623,1096.5,90.27899932861328,10374.16015625,5342.89990234375,5615.509765625,1105.239990234375,2235.89990234375,10198.830078125,20.270000457763672
2010-02-25,1101.239990234375,1103.5,1086.02001953125,1102.93994140625,1102.93994140625,4521130000.0,76.29000091552734,80.79000091552734,1.3536012172698975,1107.800048828125,89.2699966430664,10321.0302734375,5278.2001953125,5532.330078125,1102.93994140625,2234.219970703125,10101.9599609375,20.100000381469727
2010-02-26,1103.0999755859375,1107.239990234375,1097.56005859375,1104.489990234375,1104.489990234375,3945190000.0,77.58999633789062,80.36000061035156,1.3631035089492798,1118.300048828125,88.9209976196289,10325.259765625,5354.5,5598.4599609375,1104.489990234375,2238.260009765625,10126.0302734375,19.5
2010-03-01,1105.3599853515625,1116.1099853515625,1105.3599853515625,1115.7099609375,1115.7099609375,3847640000.0,76.88999938964844,80.66000366210938,1.356208086013794,1117.800048828125,89.1500015258789,10403.7900390625,5405.89990234375,5713.509765625,1115.7099609375,2273.570068359375,10172.0595703125,19.260000228881836
2010-03-02,1117.010009765625,1123.4599609375,1116.510009765625,1118.31005859375,1118.31005859375,4134680000.0,78.18000030517578,80.5199966430664,1.3620638847351074,1136.9000244140625,88.73999786376953,10405.98046875,5484.10009765625,5776.56005859375,1118.31005859375,2280.7900390625,10221.83984375,19.059999465942383
2010-03-03,1119.3599853515625,1125.6400146484375,1116.5799560546875,1118.7900390625,1118.7900390625,3951320000.0,79.25,79.9800033569336,1.3701633214950562,1142.699951171875,88.56999969482422,10396.759765625,5533.2001953125,5817.8798828125,1118.7900390625,2280.679931640625,10253.1396484375,18.829999923706055
2010-03-04,1119.1199951171875,1123.72998046875,1116.6600341796875,1122.969970703125,1122.969970703125,3945010000.0,78.54000091552734,80.55999755859375,1.3584003448486328,1132.5999755859375,89.16000366210938,10444.1396484375,5527.2001953125,5795.31982421875,1122.969970703125,2292.31005859375,10145.7197265625,18.719999313354492
2010-03-05,1125.1199951171875,1139.3800048828125,1125.1199951171875,1138.699951171875,1138.699951171875,4133000000.0,79.88999938964844,80.43000030517578,1.3628991842269897,1134.800048828125,90.22000122070312,10566.2001953125,5599.7998046875,5877.35986328125,1138.699951171875,2326.35009765625,10368.9599609375,17.420000076293945
2010-03-08,1138.4000244140625,1141.050048828125,1136.77001953125,1138.5,1138.5,3774680000.0,80.47000122070312,80.43000030517578,1.3616927862167358,1123.5999755859375,90.28600311279297,10552.51953125,5606.7001953125,5875.91015625,1138.5,2332.2099609375,10585.919921875,17.790000915527344
