Date,Open,High,Low,Close,Adj Close,Volume,BZ=F,DX-Y.NYB,EURUSD=X,GC=F,JPY=X,^DJI,^FTSE,^GDAXI,^GSPC,^IXIC,^N225,^VIX
2010-03-09,1137.56005859375,1145.3699951171875,1134.9000244140625,1140.449951171875,1140.449951171875,5185570000.0,79.91000366210938,80.58999633789062,1.3606922626495361,1122.0,89.98899841308594,10564.3798828125,5602.2998046875,5885.89013671875,1140.449951171875,2340.679931640625,10567.650390625,17.920000076293945
2010-03-10,1140.219970703125,1148.260009765625,1140.0899658203125,1145.6099853515625,1145.6099853515625,5469120000.0,80.4800033569336,80.44999694824219,1.3643310070037842,1107.800048828125,90.47000122070312,10567.330078125,5640.60009765625,5936.72021484375,1145.6099853515625,2358.949951171875,10563.919921875,18.56999969482422
2010-03-11,1143.9599609375,1150.239990234375,1138.989990234375,1150.239990234375,1150.239990234375,4669060000.0,80.27999877929688,80.31999969482422,1.3685319423675537,1108.0,90.64800262451172,10611.83984375,5617.2998046875,5928.6298828125,1150.239990234375,2368.4599609375,10664.9501953125,18.059999465942383
2010-03-12,1151.7099609375,1153.4100341796875,1146.969970703125,1149.989990234375,1149.989990234375,4928160000.0,79.38999938964844,79.83000183105469,1.376993179321289,1101.5,90.54000091552734,10624.6904296875,5625.7001953125,5945.10986328125,1149.989990234375,2367.659912109375,10751.259765625,17.579999923706055
2010-03-15,1148.530029296875,1150.97998046875,1141.449951171875,1150.510009765625,1150.510009765625,4164110000.0,77.88999938964844,80.25,1.3677457571029663,1105.0999755859375,90.31999969482422,10642.150390625,5593.89990234375,5903.56005859375,1150.510009765625,2362.2099609375,10751.98046875,18.0
2010-03-16,1150.8299560546875,1160.280029296875,1150.3499755859375,1159.4599609375,1159.4599609375,4369770000.0,79.0199966430664,79.75,1.3768794536590576,1122.199951171875,90.29000091552734,10685.98046875,5620.39990234375,5970.990234375,1159.4599609375,2378.010009765625,10721.7099609375,17.690000534057617
2010-03-17,1159.93994140625,1169.8399658203125,1159.93994140625,1166.2099609375,1166.2099609375,4963200000.0,81.95999908447266,79.63999938964844,1.3738338947296143,1124.0,90.40299987792969,10733.669921875,5644.60009765625,6024.27978515625,1166.2099609375,2389.090087890625,10846.98046875,16.90999984741211
2010-03-18,1166.1300048828125,1167.77001953125,1161.1600341796875,1165.8299560546875,1165.8299560546875,4234510000.0,81.4800033569336,80.22000122070312,1.361396312713623,1127.4000244140625,90.4800033569336,10779.169921875,5642.60009765625,6012.31005859375,1165.8299560546875,2391.280029296875,10744.0302734375,16.6200008392334
2010-03-19,1166.6800537109375,1169.199951171875,1155.3299560546875,1159.9000244140625,1159.9000244140625,5212410000.0,79.87999725341797,80.72000122070312,1.353692889213562,1107.4000244140625,90.5199966430664,10741.98046875,5650.10009765625,5982.43017578125,1159.9000244140625,2374.409912109375,10824.7197265625,16.969999313354492
2010-03-22,1157.25,1167.8199462890625,1152.8800048828125,1165.81005859375,1165.81005859375,4261680000.0,80.54000091552734,80.6500015258789,1.356704831123352,1099.300048828125,90.33999633789062,10785.8896484375,5644.5,5987.5,1165.81005859375,2395.39990234375,,16.8700008392334
2010-03-23,1166.469970703125,1174.719970703125,1163.8299560546875,1174.1700439453125,1174.1700439453125,4411640000.0,80.69999694824219,80.9000015258789,1.3468012809753418,1103.5,90.36599731445312,10888.830078125,5673.60009765625,6017.27001953125,1174.1700439453125,2415.239990234375,10774.150390625,16.350000381469727
2010-03-24,1172.699951171875,1173.0400390625,1166.010009765625,1167.719970703125,1167.719970703125,4705750000.0,79.62000274658203,81.83999633789062,1.3331022262573242,1088.5999755859375,92.01399993896484,10836.150390625,5677.89990234375,6039.0,1167.719970703125,2398.760009765625,10815.0302734375,17.549999237060547
2010-03-25,1170.030029296875,1180.68994140625,1165.0899658203125,1165.72998046875,1165.72998046875,5668900000.0,79.61000061035156,82.12000274658203,1.3307074308395386,1092.699951171875,92.51300048828125,10841.2099609375,5727.7001953125,6132.9501953125,1165.72998046875,2397.409912109375,10828.849609375,18.399999618530273
2010-03-26,1167.5799560546875,1173.9300537109375,1161.47998046875,1166.5899658203125,1166.5899658203125,4708420000.0,79.29000091552734,81.68000030517578,1.3410038948059082,1104.199951171875,92.50700378417969,10850.3603515625,5703.0,6120.0498046875,1166.5899658203125,2395.1298828125,10996.3701171875,17.770000457763672
2010-03-29,1167.7099609375,1174.8499755859375,1167.7099609375,1173.219970703125,1173.219970703125,4375580000.0,81.16999816894531,81.36000061035156,1.3481086492538452,1110.300048828125,92.48999786376953,10895.8603515625,5710.7001953125,6156.85009765625,1173.219970703125,2404.360107421875,10986.4697265625,17.59000015258789
2010-03-30,1173.75,1177.8299560546875,1168.9200439453125,1173.27001953125,1173.27001953125,4085000000.0,81.27999877929688,81.47000122070312,1.3424079418182373,1104.5,92.81999969482422,10907.419921875,5672.2998046875,6142.4501953125,1173.27001953125,2410.68994140625,11097.1396484375,17.1299991607666
2010-03-31,1171.75,1174.56005859375,1165.77001953125,1169.4300537109375,1169.4300537109375,4484340000.0,82.69999694824219,81.06999969482422,1.3508037328720093,1113.300048828125,93.5199966430664,10856.6298828125,5679.60009765625,6153.5498046875,1169.4300537109375,2397.9599609375,11089.9404296875,17.59000015258789
2010-04-01,1171.22998046875,1181.4300537109375,1170.68994140625,1178.0999755859375,1178.0999755859375,4006870000.0,84.01000213623047,80.77999877929688,1.3584003448486328,1125.0999755859375,93.8499984741211,10927.0703125,5744.89990234375,6235.56005859375,1178.0999755859375,2402.580078125,11244.400390625,17.469999313354492
2010-04-02,,,,,,,,,1.3504936695098877,,94.52999877929688,,,,,,11286.08984375,
2010-04-05,1178.7099609375,1187.72998046875,1178.7099609375,1187.43994140625,1187.43994140625,3881620000.0,85.87999725341797,81.08999633789062,1.34890878200531,1132.9000244140625,94.33000183105469,10973.5498046875,,,1187.43994140625,2429.530029296875,11339.2998046875,17.020000457763672
2010-04-06,1186.010009765625,1191.800048828125,1182.77001953125,1189.43994140625,1189.43994140625,4086180000.0,86.1500015258789,81.38999938964844,1.3401951789855957,1135.0999755859375,93.79399871826172,10969.990234375,5780.39990234375,6252.2099609375,1189.43994140625,2436.81005859375,11282.3203125,16.229999542236328
2010-04-07,1188.22998046875,1189.5999755859375,1177.25,1182.449951171875,1182.449951171875,5101430000.0,85.58999633789062,81.44000244140625,1.3348461389541626,1152.300048828125,93.30899810791016,10897.51953125,5762.10009765625,6222.41015625,1182.449951171875,2431.159912109375,11292.830078125,16.6200008392334
2010-04-08,1181.75,1188.550048828125,1175.1199951171875,1186.43994140625,1186.43994140625,4726970000.0,84.80999755859375,81.52999877929688,1.336112380027771,1152.199951171875,93.41999816894531,10927.0703125,5712.7001953125,6171.830078125,1186.43994140625,2436.81005859375,11168.2001953125,16.479999542236328
2010-04-09,1187.469970703125,1194.6600341796875,1187.1500244140625,1194.3699951171875,1194.3699951171875,4511570000.0,84.83000183105469,81.08999633789062,1.3500925302505493,1161.0999755859375,93.16000366210938,10997.349609375,5771.0,6249.7001953125,1194.3699951171875,2454.050048828125,11204.33984375,16.139999389648438
2010-04-12,1194.93994140625,1199.199951171875,1194.7099609375,1196.47998046875,1196.47998046875,4607090000.0,84.7699966430664,80.55999755859375,1.3596007823944092,1161.5999755859375,93.18299865722656,11005.9697265625,5777.7001953125,6250.68994140625,1196.47998046875,2457.8701171875,11251.900390625,15.579999923706055
2010-04-13,1195.93994140625,1199.0400390625,1188.8199462890625,1197.300048828125,1197.300048828125,5403580000.0,84.72000122070312,80.51000213623047,1.3608589172363281,1152.800048828125,93.18000030517578,11019.419921875,5761.7001953125,6230.830078125,1197.300048828125,2465.989990234375,11161.23046875,16.200000762939453
2010-04-14,1198.68994140625,1210.6500244140625,1198.68994140625,1210.6500244140625,1210.6500244140625,5760040000.0,86.1500015258789,80.19000244140625,1.3655978441238403,1159.0,93.31800079345703,11123.1103515625,5796.2998046875,6278.39990234375,1210.6500244140625,2504.860107421875,11204.900390625,15.59000015258789
2010-04-15,1210.77001953125,1213.9200439453125,1208.5,1211.6700439453125,1211.6700439453125,5995330000.0,87.16999816894531,80.4800033569336,1.3574045896530151,1159.699951171875,93.04000091552734,11144.5703125,5825.0,6291.4501953125,1211.6700439453125,2515.68994140625,11273.7900390625,15.890000343322754
2010-04-16,1210.1700439453125,1210.1700439453125,1186.77001953125,1192.1300048828125,1192.1300048828125,8108470000.0,85.98999786376953,80.81999969482422,1.3504024744033813,1136.300048828125,92.1500015258789,11018.66015625,5744.0,6180.89990234375,1192.1300048828125,2481.260009765625,11102.1796875,18.360000610351562
2010-04-19,1192.06005859375,1197.8699951171875,1183.6800537109375,1197.52001953125,1197.52001953125,6597740000.0,84.2300033569336,81.0,1.348726749420166,1135.199951171875,92.45999908447266,11092.0498046875,5727.89990234375,6162.43994140625,1197.52001953125,2480.110107421875,10908.76953125,17.34000015258789
2010-04-20,1199.0400390625,1208.5799560546875,1199.0400390625,1207.1700439453125,1207.1700439453125,5316590000.0,84.80000305175781,81.05000305175781,1.343508243560791,1138.5999755859375,93.1709976196289,11117.0595703125,5783.7001953125,6264.22998046875,1207.1700439453125,2500.31005859375,10900.6796875,15.729999542236328
2010-04-21,1207.1600341796875,1210.989990234375,1198.8499755859375,1205.93994140625,1205.93994140625,5724310000.0,85.69999694824219,81.16000366210938,1.3389928340911865,1148.199951171875,93.05400085449219,11124.919921875,5723.39990234375,6230.3798828125,1205.93994140625,2504.610107421875,11090.0498046875,16.31999969482422
2010-04-22,1202.52001953125,1210.27001953125,1190.18994140625,1208.6700439453125,1208.6700439453125,6035780000.0,85.66999816894531,81.56999969482422,1.3269991874694824,1142.300048828125,93.39800262451172,11134.2900390625,5665.2998046875,6168.72021484375,1208.6700439453125,2519.070068359375,10949.08984375,16.469999313354492
2010-04-23,1207.8699951171875,1217.280029296875,1205.0999755859375,1217.280029296875,1217.280029296875,5326060000.0,87.25,81.3499984741211,1.338401436805725,1153.0999755859375,93.94999694824219,11204.2802734375,5723.7001953125,6259.52978515625,1217.280029296875,2530.14990234375,10914.4599609375,16.6200008392334
2010-04-26,1217.0699462890625,1219.800048828125,1211.0699462890625,1212.050048828125,1212.050048828125,5647760000.0,86.83000183105469,81.4800033569336,1.3401232957839966,1153.5,93.9000015258789,11205.0302734375,5753.89990234375,6332.10009765625,1212.050048828125,2522.949951171875,11165.7900390625,17.469999313354492
2010-04-27,1209.9200439453125,1211.3800048828125,1181.6199951171875,1183.7099609375,1183.7099609375,7454540000.0,85.77999877929688,82.1500015258789,1.3170719146728516,1161.699951171875,93.14399719238281,10991.990234375,5603.5,6159.509765625,1183.7099609375,2471.469970703125,11212.66015625,22.809999465942383
2010-04-28,1184.5899658203125,1195.050048828125,1181.81005859375,1191.3599853515625,1191.3599853515625,6342310000.0,86.16000366210938,82.37999725341797,1.321283221244812,1171.300048828125,93.95999908447266,11045.26953125,5586.60009765625,6084.33984375,1191.3599853515625,2471.72998046875,10924.7900390625,21.079999923706055
2010-04-29,1193.300048828125,1209.3599853515625,1193.300048828125,1206.780029296875,1206.780029296875,6059410000.0,86.9000015258789,82.0,1.3262951374053955,1168.4000244140625,94.01300048828125,11167.3203125,5617.7998046875,6144.91015625,1206.780029296875,2511.919921875,,18.440000534057617
2010-04-30,1206.77001953125,1207.989990234375,1186.3199462890625,1186.68994140625,1186.68994140625,6048260000.0,87.44000244140625,81.87000274658203,1.3298048973083496,1180.0999755859375,93.83000183105469,11008.6103515625,5553.2998046875,6135.7001953125,1186.68994140625,2461.18994140625,11057.400390625,22.049999237060547
2010-05-03,1188.5799560546875,1205.1300048828125,1188.5799560546875,1202.260009765625,1202.260009765625,4938050000.0,88.94000244140625,82.2699966430664,1.3199926614761353,1182.699951171875,94.69200134277344,11151.830078125,,6166.919921875,1202.260009765625,2498.739990234375,,20.190000534057617
2010-05-04,1197.5,1197.5,1168.1199951171875,1173.5999755859375,1173.5999755859375,6594720000.0,,83.30000305175781,1.2963947057724,1168.5999755859375,94.70999908447266,10926.76953125,5411.10009765625,6006.85986328125,1173.5999755859375,2424.25,,23.84000015258789
2010-05-05,1169.239990234375,1175.949951171875,1158.1500244140625,1165.8699951171875,1165.8699951171875,6795940000.0,82.61000061035156,84.08000183105469,1.2814927101135254,1174.5999755859375,93.78099822998047,10866.830078125,5341.89990234375,5958.4501953125,1165.8699951171875,2402.2900390625,,24.90999984741211
2010-05-06,1164.3800048828125,1167.5799560546875,1065.7900390625,1128.1500244140625,1128.1500244140625,10617810000.0,79.83000183105469,84.88999938964844,1.263296127319336,1196.9000244140625,90.83000183105469,10520.3203125,5261.0,5908.259765625,1128.1500244140625,2319.639892578125,10695.6904296875,32.79999923706055
2010-05-07,1127.0400390625,1135.1300048828125,1094.1500244140625,1110.8800048828125,1110.8800048828125,9472910000.0,78.2699966430664,84.44999694824219,1.2756078243255615,1210.0,91.58000183105469,10380.4296875,5123.0,5715.08984375,1110.8800048828125,2265.639892578125,10364.58984375,40.95000076293945
2010-05-10,1122.27001953125,1163.8499755859375,1122.27001953125,1159.72998046875,1159.72998046875,6893700000.0,80.12000274658203,84.16000366210938,1.2779226303100586,1200.4000244140625,93.18000030517578,10785.1396484375,5387.39990234375,6017.91015625,1159.72998046875,2374.669921875,10530.7001953125,28.84000015258789
2010-05-11,1156.3900146484375,1170.47998046875,1147.7099609375,1155.7900390625,1155.7900390625,5842550000.0,80.48999786376953,84.47000122070312,1.2629930973052979,1219.9000244140625,92.48999786376953,10748.259765625,5334.2001953125,6037.7099609375,1155.7900390625,2375.31005859375,10411.099609375,28.31999969482422
2010-05-12,1155.4300537109375,1172.8699951171875,1155.4300537109375,1171.6700439453125,1171.6700439453125,5225460000.0,81.19999694824219,84.83000183105469,1.2639029026031494,1242.699951171875,93.16899871826172,10896.91015625,5383.5,6183.490234375,1171.6700439453125,2425.02001953125,10394.0302734375,25.520000457763672
2010-05-13,1170.0400390625,1173.5699462890625,1156.1400146484375,1157.43994140625,1157.43994140625,4870640000.0,80.11000061035156,85.20999908447266,1.2541072368621826,1228.800048828125,92.7770004272461,10782.9501953125,5433.7001953125,6251.97021484375,1157.43994140625,2394.360107421875,10620.5498046875,26.68000030517578
